eligible,should_stop,task_id,tier,group_key,run_index,auc_cv_pct,brier_cv_pct,coverage_cv_pct,flip_mean,ret_delta,dd_delta,metrics_ok,flip_ok,perf_ok
True,False,core_market_crypto_core_014,core_market,core_market::crypto_core,14,,,,,,,False,False,True
True,False,core_market_crypto_core_015,core_market,core_market::crypto_core,15,,,,,,,False,False,True
True,False,core_market_crypto_core_016,core_market,core_market::crypto_core,16,,,,,,,False,False,True
True,False,core_market_crypto_core_017,core_market,core_market::crypto_core,17,,,,,,,False,False,True
True,False,core_market_crypto_core_018,core_market,core_market::crypto_core,18,,,,,,,False,False,True
True,False,core_market_crypto_core_019,core_market,core_market::crypto_core,19,,,,,,,False,False,True
True,False,core_market_crypto_core_020,core_market,core_market::crypto_core,20,,,,,,,False,False,False
True,False,core_market_crypto_core_021,core_market,core_market::crypto_core,21,,,,,,,False,False,False
True,False,core_market_crypto_core_022,core_market,core_market::crypto_core,22,,,,,,,False,False,False
True,False,core_market_crypto_core_023,core_market,core_market::crypto_core,23,,,,,,,False,False,False
True,False,core_market_crypto_core_024,core_market,core_market::crypto_core,24,,,,,,,False,False,False
True,False,core_market_crypto_core_025,core_market,core_market::crypto_core,25,,,,,,,False,False,False
True,False,core_market_crypto_core_026,core_market,core_market::crypto_core,26,,,,,,,False,False,False
True,False,core_market_crypto_core_027,core_market,core_market::crypto_core,27,,,,,,,False,False,False
True,False,core_market_crypto_core_028,core_market,core_market::crypto_core,28,,,,,,,False,False,False
True,False,core_market_crypto_core_029,core_market,core_market::crypto_core,29,,,,,,,False,False,False
True,False,core_market_crypto_core_030,core_market,core_market::crypto_core,30,,,,,,,False,False,False
True,False,core_market_crypto_core_031,core_market,core_market::crypto_core,31,,,,,,,False,False,False
True,False,core_market_crypto_core_032,core_market,core_market::crypto_core,32,,,,,,,False,False,False
True,False,core_market_crypto_core_033,core_market,core_market::crypto_core,33,,,,,,,False,False,False
True,False,core_market_crypto_core_034,core_market,core_market::crypto_core,34,,,,,,,False,False,False
True,False,core_market_crypto_core_035,core_market,core_market::crypto_core,35,,,,,,,False,False,False
True,False,core_market_crypto_core_036,core_market,core_market::crypto_core,36,,,,,,,False,False,False
True,False,core_market_crypto_core_037,core_market,core_market::crypto_core,37,,,,,,,False,False,False
True,False,core_market_crypto_core_038,core_market,core_market::crypto_core,38,,,,,,,False,False,False
True,False,core_market_crypto_core_039,core_market,core_market::crypto_core,39,,,,,,,False,False,False
True,False,core_market_crypto_core_040,core_market,core_market::crypto_core,40,,,,,,,False,False,False
True,False,core_market_crypto_core_041,core_market,core_market::crypto_core,41,,,,,,,False,False,False
True,False,core_market_crypto_core_042,core_market,core_market::crypto_core,42,,,,,,,False,False,False
True,False,core_market_crypto_core_043,core_market,core_market::crypto_core,43,,,,,,,False,False,False
True,False,core_market_crypto_core_044,core_market,core_market::crypto_core,44,,,,,,,False,False,False
True,False,core_market_crypto_core_045,core_market,core_market::crypto_core,45,,,,,,,False,False,False
True,False,core_market_crypto_core_046,core_market,core_market::crypto_core,46,,,,,,,False,False,False
True,False,core_market_crypto_core_047,core_market,core_market::crypto_core,47,,,,,,,False,False,False
True,False,core_market_crypto_core_048,core_market,core_market::crypto_core,48,,,,,,,False,False,False
True,False,core_market_crypto_core_049,core_market,core_market::crypto_core,49,,,,,,,False,False,False
True,False,core_market_crypto_core_050,core_market,core_market::crypto_core,50,,,,,,,False,False,False
False,False,core_market_us_core_001,core_market,core_market::us_core,1,,,,,,,,,
False,False,core_market_us_core_002,core_market,core_market::us_core,2,,,,,,,,,
False,False,core_market_us_core_003,core_market,core_market::us_core,3,,,,,,,,,
False,False,core_market_us_core_004,core_market,core_market::us_core,4,,,,,,,,,
False,False,core_market_us_core_005,core_market,core_market::us_core,5,,,,,,,,,
False,False,core_market_us_core_006,core_market,core_market::us_core,6,,,,,,,,,
False,False,core_market_us_core_007,core_market,core_market::us_core,7,,,,,,,,,
False,False,core_market_us_core_008,core_market,core_market::us_core,8,,,,,,,,,
False,False,core_market_us_core_009,core_market,core_market::us_core,9,,,,,,,,,
True,False,core_market_us_core_010,core_market,core_market::us_core,10,,,,,,,False,False,True
